cat,案號,主管機關,名稱,類別,進度,說明
B24,0990051W,臺北市,宏普大直金泰段24-1等7筆地號新建工程環境影響說明書,說明書,退件/撤銷/駁回,
B24,0990041T,臺中市,台中市西屯區惠順段116地號店鋪、辦公室及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990041W,臺北市,忠泰大直金泰段105-2、105-3地號新建工程環境影響說明書,說明書,退件/撤銷/駁回,
B24,0990031T,臺中市,台中市西屯區惠國段137地號店鋪及集合住宅新建工程環境影響說明書,說明書,有條件通過,定稿本
B24,0990031W,臺北市,臺北市大直金泰段16-4地號新建工程環境影響說明書,說明書,退件/撤銷/駁回,
B24,1070441T,臺中市,臺中市西屯區惠民段3地號飯店及辦公室新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1070301B,新北市,新北市中和區板南段619地號等4筆土地都市更新事業計畫案環境影響說明書,說明書,通過審查,
B24,1070271T,臺中市,智慧營運中心新建工程環境影響說明書,說明書,審查中,修訂本
B24,1070124D,桃園市,桃園市同德段26、27、28、30、31及32地號開發計畫環境影響說明書變更內容對照表(變更審查結論)(定稿本),變更內容對照表,審核修正通過,依環保署107年4月修正之「開發行…
B24,1070091T,臺中市,臺中市西區後壠子段235-23等10筆土地及北區乾溝子段183-9地號等1筆土地住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1070071T,臺中市,臺中市西屯區福德段210地號新建工程環境影響說明書,說明書,退件/撤銷/駁回,本案依據臺中市政府環境保護局107…
B24,1070071W,臺北市,臺北市南港區經貿段15地號土地地上權案環境影響說明書,說明書,通過審查,此為環說書為定稿本
B24,1070061T,臺中市,臺中市南屯區田心段1021地號店舖及集合住宅新建工程環境影響說明書,說明書,退件/撤銷/駁回,本案依據臺中市政府環境保護局107…
B24,1070061W,臺北市,臺北市大安區瑞安段二小段838地號等5筆土地公辦都市更新案環境影響說明書,說明書,退件/撤銷/駁回,本書件為初稿
B24,1070051X,高雄市,高雄市前鎮區興邦段119-50地號店鋪、辦公室、集合住宅大樓新建工程環境影響說明書,說明書,退件/撤銷/駁回,本案依據107年4月25日高市府環…
B24,1070041W,臺北市,聖得福住商大樓新建工程（大同區雙連段三小段689地號等40筆土地）環境影響說明書,說明書,退件/撤銷/駁回,本書件為初稿本
B24,1070031W,臺北市,臺北市中正區福和段一小段694地號等18筆土地都市更新事業計畫案,說明書,退件/撤銷/駁回,本環評書件為初稿
B24,1070021W,臺北市,臺北市南港區玉成段二小段167-7地號等4筆土地大樓新建工程案環境影響說明書(初稿),說明書,退件/撤銷/駁回,本書件為初稿本
B24,1060621B,新北市,新北市板橋區府中段373-1地號等40筆土地都市更新事業計畫案環境影響說明書,說明書,退件/撤銷/駁回,依新北環規字第1071261455…
B24,1060361B,新北市,新北市中和區大智段808地號74筆土地集合住宅大樓新建工程都市更新案環境影響說明書,說明書,有條件通過,
B24,1060211B,新北市,新北市板橋區江翠段2地號等6筆土地新建工程,說明書,退件/撤銷/駁回,依據新北環規字第10709227…
B24,1060151X,高雄市,高雄市苓雅區林德官段一小段3277-2 等37 筆地號店鋪、辦公室、集合住宅大樓新建工程環境影響說明書,說明書,退件/撤銷/駁回,本案依據107年4月25日高市府環…
B24,1060141W,臺北市,臺北市中正區河堤段二小段21地號等38筆土地住商大樓興建環境影響說明書,說明書,退件/撤銷/駁回,本書件為初稿
B24,1060131W,臺北市,信義A7綜合大樓新建工程環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1060121W,臺北市,大同區延平段一小段314等36筆地號都市更新新建工程環境影響說明書,說明書,退件/撤銷/駁回,本環評書件為修訂本
B24,1060111W,臺北市,臺北市松山區敦化段一小段28、28-12等2筆土地都市更新事業計畫案環境影響說明書,說明書,退件/撤銷/駁回,本環評書件為修訂本
B24,1060101W,臺北市,忠泰建設住商大樓新建工程（玉泉段二小段452-2地號等83筆土地）環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1060091B,新北市,變更新莊都市計畫(頭前、西盛工業區)細部計畫(部分乙種工業區為住宅區、公園用地及道路用地)(安和段117地號等22筆土地)(重新辦理環境影響評估),說明書,退件/撤銷/駁回,依據新北環規字第10707642…
B24,1060091T,臺中市,臺中市西屯區惠順段9地號店鋪及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1060091W,臺北市,臺北市文山區華興段一小段169地號1筆土地集合住宅大樓環境影響說明書,說明書,退件/撤銷/駁回,本環評書件為初稿
B24,1060081B,新北市,擬訂新北市中和區新和段237地號等41筆土地都市更新事業計畫,說明書,退件/撤銷/駁回,依據新北環規字第107075423…
B24,1060071W,臺北市,擬訂臺北市萬華區福星段二小段149地號土地都市更新事業計畫案環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1060061T,臺中市,臺中市南屯區田心段553地號店鋪及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1060051E,新竹縣,竹北市大學段520地號商業大樓新建工程環境影響說明書,說明書,通過審查,
B24,1060051T,臺中市,臺中市西屯區惠國段81、82地號集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1060031B,新北市,擬訂新北市三重區大同南段1582地號等78筆土地都市更新事業計畫案,說明書,退件/撤銷/駁回,依新北府環規字第106085645…
B24,1060031W,臺北市,弘千建設臺北市大同區玉泉段二小段40地號等29筆土地都市更新案環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1060021E,新竹縣,華邦電子新竹縣竹北市世興段49號共1筆地號環境影響說明書,說明書,通過審查,
B24,1060011T,臺中市,台中商銀辦公室及旅館新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1060011X,高雄市,高雄市鼓山區青海段214地號店鋪、旅館、集合住宅大樓新建工程環境影響說明書(原核准案名：高雄市鼓山區青海段214地號店鋪、辦公室、集合住宅大樓新建工程環境影響說明書),說明書,通過審查,定稿本 106.11
B24,1050501B,新北市,新店都市計畫原部分工七工業區變更為商業區及住宅區（重新辦理環境影響評估）,說明書,通過審查,
B24,1050441B,新北市,新北市新店區寶強段859地號等45筆土地高樓建築新建工程環境影響說明書,說明書,通過審查,
B24,1050231B,新北市,新北市三重區三重段249、250等二筆地號住商大樓新建工程環境影響說明書,說明書,退件/撤銷/駁回,依據新北環規字第107082459…
B24,1050201T,臺中市,臺中市西屯區福安段223等4筆地號店鋪、辦公室及集合住宅新建工程環境影響說明書,說明書,審查中,初稿本
B24,1050191W,臺北市,達永開發住商大樓新建工程（北投區大業段一小段401地號等10筆土地）環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1050171T,臺中市,臺中市北區乾溝子段177-1等38地號辦公室及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1050161W,臺北市,富邦建設臺北市信義區信義段五小段39等10筆土地集合住宅新建工程環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1050161X,高雄市,高雄市苓雅區林德官段1311等33筆地號店鋪暨辦公室新建工程環境影響說明書,說明書,通過審查,定稿本 106.11
B24,1050151W,臺北市,SIGMU集團企業總部大樓新建工程環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1050141T,臺中市,臺中市北區乾溝子段170地號店鋪及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1050131B,新北市,擬訂新北市永和區保平段464地號等98筆土地都市更新事業計畫案環境影響說明書,說明書,退件/撤銷/駁回,依據新北環規字第10707018…
B24,1050131W,臺北市,臺北市松山區延吉段3小段691地號等10筆土地都市更新案環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1050121T,臺中市,臺中市西屯區中仁段31、32、33、34等4筆地號店鋪及集合住宅新建工程環境影響說明書,說明書,通過審查,定稿本
B24,1050121W,臺北市,臺北市信義區信義段三小段6地號開發計畫環境影響說明書,說明書,通過審查,此為環說書為定稿本
B24,1050101W,臺北市,擬訂臺北市大安區通化段一小段113地號等19筆土地都市更新事業計畫案環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1050091W,臺北市,皇翔A16基地綜合大樓新建工程環境影響說明書（重新辦理環境影響評估）,說明書,通過審查,本書件為定稿本
B24,1050071W,臺北市,臺北市中山區長安段3小段396、405、405-1等3筆地號住商大樓環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1050021W,臺北市,中壽台北學苑地上權案新建工程環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1050011W,臺北市,擬訂臺北市中山區中山段三小段111地號等10筆土地都市更新事業計畫案環境影響說明書,說明書,通過審查,本書件為定稿本
B24,1040751B,新北市,新北市板橋區中山段1716地號等64筆土地新建工程環境影響說明書,說明書,通過審查,
B24,1040541B,新北市,新北市新莊區副都心段一小段15地號旅館新建工程案環境影響說明書,說明書,通過審查,
B24,1040471B,新北市,三重區富貴段476 地號等1 筆土地新建工程環境影響說明書,說明書,通過審查,
B24,1040451B,新北市,新北市中和區台貿段114地號等9筆公辦眷改都市更新計畫環境影響說明書,說明書,退件/撤銷/駁回,依據新北府環規字第1042298…
B24,1040441B,新北市,新店都市計畫原部份工七工業區變更為商業區及住宅區(重新辦理環境影響評估)環境影響說明書,說明書,退件/撤銷/駁回,駁回~逾期未補
B24,1040281B,新北市,新北市板橋區仁愛段904 地號等3 筆土地新建工程環境影響說明書,說明書,退件/撤銷/駁回,工務局104年9月18日新北工建…
B25,1110021S,新竹市,新竹市親仁段二小段12地號等59筆土地都市更新事業計畫案環境影響說明書,說明書,審查中,本書件為第二次修訂本(112年6月…
B25,1070312W,臺北市,臺北市士林區社子島地區開發計畫環境影響評估報告書,評估報告書,通過審查,本書件為定稿本
B25,1060011W,臺北市,臺北市士林區社子島地區開發計畫環境影響說明書,說明書,進入二階,本書件為公開陳列版
B25,1050751B,新北市,新北市三重區中興段1464地號等40筆土地住商大樓都市更新案,說明書,通過審查,
B25,1050021S,新竹市,新竹市東區光復段1034地號等35筆土地都市更新事業計畫案環境影響說明書,說明書,審查中,本書件為第三次修訂本(112年6月…
B25,1040061S,新竹市,新竹市東區介壽段110地號等20筆土地及東橋段1040地號等11筆土地都市更新事業案環境影響說明書,說明書,通過審查,
B25,1030151W,臺北市,臺北市士林區社子島地區區段徵收範圍開發計畫,說明書,退件/撤銷/駁回,本書件為初稿本(臺北市正府地政局土…
B25,1030061S,新竹市,新竹市東區光復段427地號等7筆土地都市更新案,說明書,通過審查,
B25,1030051S,新竹市,新竹市東山段一小段957-2地號等20筆店舖及集合住宅新建工程,說明書,審查中,
B25,1020441B,新北市,新北市中和區民樂段878地號等37筆土地都市更新案環境影響說明書,說明書,有條件通過,
B25,1110021S,新竹市,新竹市親仁段二小段12地號等59筆土地都市更新事業計畫案環境影響說明書,說明書,審查中,本書件為第二次修訂本(112年6月…
